country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Austria,AT,AUT,40,Mortality rate age 10-14,1990,0.736730228762306,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,1991,0.719498740201829,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,1992,0.700784908333474,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,1993,0.68419717695356,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,1994,0.665001425517509,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,1995,0.648902748144331,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,1996,0.632057839993538,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,1997,0.618572262414685,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,1998,0.606383950982003,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,1999,0.594611889398911,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2000,0.58217626179724,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2001,0.569697024686677,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2002,0.556951625560131,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2003,0.544155515532441,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2004,0.529407859447328,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2005,0.515803241587398,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2006,0.503331277502572,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2007,0.49286226005707,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2008,0.482231775139508,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2009,0.474178846681772,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2010,0.465323529456163,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2011,0.456924071365217,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2012,0.448900923239015,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2013,0.4417360207567,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2014,0.434084210341301,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2015,0.426602727345515,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2016,0.419738142813819,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2017,0.412108106452647,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2018,0.404663250218262,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2019,0.39806522175434,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2020,0.392249272786249,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2021,0.386081923245629,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2022,0.380064353954546,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,1990,1.11577034515398,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,1991,1.06871372117412,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,1992,1.0277714462934,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,1993,0.987658572526806,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,1994,0.952718776821793,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,1995,0.91698869158785,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,1996,0.884222980041649,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,1997,0.849853292172464,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,1998,0.816539555584805,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,1999,0.785602575257283,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2000,0.757880663500687,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2001,0.732781647532099,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2002,0.709810132134114,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2003,0.689178259935641,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2004,0.672233210617712,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2005,0.655797492518095,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2006,0.640982618941521,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2007,0.625368349104094,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2008,0.611349818592233,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2009,0.596731751420054,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2010,0.583557829162862,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2011,0.571586624767306,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2012,0.560551772723183,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2013,0.54947132609684,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2014,0.539398945948788,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2015,0.529516969173249,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2016,0.519979698423767,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2017,0.511861256241586,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2018,0.50410974795112,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2019,0.496666052856143,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2020,0.488559986921544,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2021,0.481101807227491,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2022,0.473532072280292,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,1990,0.931448571124704,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,1991,0.899070129017021,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,1992,0.868802355237785,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,1993,0.839974504614593,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,1994,0.812422392892809,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,1995,0.786083585792019,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,1996,0.760995447706136,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,1997,0.736872590446191,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,1998,0.714030233126883,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,1999,0.692525326509208,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2000,0.672237301509337,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2001,0.653279953930386,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2002,0.635338323609846,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2003,0.618533835934021,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2004,0.602621789919655,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2005,0.587591516338137,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2006,0.573902237498758,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2007,0.560744718678619,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2008,0.548318262251657,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2009,0.536900495124337,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2010,0.525849177937854,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2011,0.515671353881197,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2012,0.506137857677058,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2013,0.496978128265435,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2014,0.48810450558523,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2015,0.479381907296461,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2016,0.471179542854805,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2017,0.463260376728614,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2018,0.455669431040473,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2019,0.44862490016695,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2020,0.441649690411383,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2021,0.43488945134762,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Austria,AT,AUT,40,Mortality rate age 10-14,2022,0.428169159876313,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1990,1.80399248438001,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1991,1.90406727214398,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1992,2.20934774626425,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1993,2.09184709205679,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1994,2.14801587025915,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1995,2.15644334964804,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1996,2.09918580663893,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1997,2.03461993511456,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1998,1.97145942183563,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1999,1.90431338090391,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2000,1.84406175524388,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2001,1.79291358814004,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2002,1.74256059022115,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2003,1.69713600404819,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2004,1.63125642770157,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2005,1.57498590278371,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2006,1.51249991708124,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2007,1.44018216702479,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2008,1.37244113317903,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2009,1.31705805778271,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2010,1.27608322311168,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2011,1.24483068789205,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2012,1.22522963075389,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2013,1.21776663331274,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2014,1.21327549017169,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2015,1.21835826042282,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2016,1.22839349811454,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2017,1.23425889692141,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2018,1.23809743648606,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2019,1.24641517209789,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2020,1.34030822235665,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2021,1.24603696789871,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2022,1.24454897524495,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1990,2.66289429291533,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1991,2.76963740223701,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1992,3.14029365975821,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1993,2.93524159701886,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1994,2.95925912483008,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1995,2.95057016177469,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1996,2.93400027239843,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1997,2.87583967172689,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1998,2.79276252226179,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1999,2.72028612248343,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2000,2.6488879089609,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2001,2.57532516382408,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2002,2.50106471625178,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2003,2.41273807544273,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2004,2.32373351220683,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2005,2.21026547126213,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2006,2.0972020167116,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2007,1.99729261763282,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2008,1.90917536300172,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2009,1.83500458171637,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2010,1.77507744284666,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2011,1.73546429271698,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2012,1.71396905350107,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2013,1.70520331669333,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2014,1.71524964057512,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2015,1.72840132742569,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2016,1.74433656370343,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2017,1.76411789508768,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2018,1.77958333250983,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2019,1.78426155859679,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2020,1.9325071012305,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2021,1.78982110037029,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2022,1.78765599504804,Male,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1990,2.2365782671423,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1991,2.34269515514618,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1992,2.68386300931178,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1993,2.52292163794099,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1994,2.56272284193815,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1995,2.56029067473218,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1996,2.52193838529136,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1997,2.4588091807789,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1998,2.38377104286092,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,1999,2.3120990522838,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2000,2.24637238235115,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2001,2.18408574463236,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2002,2.12188095197563,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2003,2.05523812426289,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2004,1.9782761102306,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2005,1.89424792640891,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2006,1.80786430858437,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2007,1.72343191548263,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2008,1.64698251830764,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2009,1.58308284412501,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2010,1.53340254062562,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2011,1.49884774573739,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2012,1.47915375040464,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2013,1.471836073345,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2014,1.47604736840534,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2015,1.48684151444589,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2016,1.50150839302476,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2017,1.51616419483735,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2018,1.52743795988042,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2019,1.53459283234658,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2020,1.65788799463951,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2021,1.53765834327468,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Azerbaijan,AZ,AZE,31,Mortality rate age 10-14,2022,1.53571206814618,Total,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Bahamas,BS,BHS,44,Mortality rate age 10-14,1990,1.22702715499257,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
Bahamas,BS,BHS,44,Mortality rate age 10-14,1991,1.25467965184856,Female,,"Deaths per 1,000 children aged 10",Normal value,,,Total
